Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000389221,,Budapest,1879-83,,"A magyar nemzet története. I. kötet írta Bodon J. és Dr. Szalay J. (II.-IV.) kötet, írta Dr. Szalay J.) [With portraits.]","BODON, József - and SZALAY (József)","SZALAY, József - Historian",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000389221,British Library HMNTS 9315.h.6.
000389694,,London,1828,John Murray,"The Public Economy of Athens, in four books; to which is added a dissertation on the silver mines of Laurion. Translated from the German of A. Bœckh [by George Cornewall Lewis]: Die Staatshaushaltung der Athener","BOECKH, August.","Lewis, George Cornewall - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000389694,"British Library HMNTS 802.g.24,25."
000389696,,London,1842,J. W. Parker,"The Public Economy of Athens ... Translated by George Cornewall Lewis ... Second edition, revised: Die Staatshaushaltung der Athener","BOECKH, August.","Lewis, George Cornewall - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000389696,British Library HMNTS 802.g.30.
000389948,"[Another edition.] Vielfach vermehrt, bis auf die Jetztzeit ergänzt und neu herausgegeben von Wendelin Boeheim ... Mit der Biographie des Verfassers, einem Anhange und vielen Holzschnitten.",Wien,1863,,[Chronik von Wiener-Neustadt. [With plates.]],"BOEHEIM, Ferdinand Carl.","BOEHEIM, Wendelin.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000389948,British Library HMNTS 10210.ee.35.
000390243,,Leipzig,1888,,Von Sansibar zum Tanganjika. Briefe aus Ostafrika ... Mit einer biographischen Skizze herausgegeben von Herman Schalow. Mit dem Bildniss Böhm's und einer Uebersichtskarte,"BOEHM, Richard.","SCHALOW, Herman.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000390243,British Library HMNTS 10097.df.26.
000390732,,Innsbruck,"1870 [1866, 70]",,"Acta Imperii selecta. Urkunden deutscher Könige und Kaiser, mit einem Anhange von Reichssachen. Gesammelt von J. F. Böhmer. Herausgegeben aus seinem Nachlasse [by Julius Ficker]","BOEHMER, Johann Friedrich.","FICKER, Julius.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000390732,British Library HMNTS 9327.e.15.
000390738,,Innsbruck,"1877, 86",,"J. Fr. Böhmer, Regesta Archiepiscoporum Maguntinensium. Regesten zur Geschichte der Mainzer Erzbischöfe von Bonifatius bis Uriel von Gemmingen, 742?-1514. Mit Benutzung des Nachlasses von J. F. Böhmer bearbeitet und herausgegeben von Cornelius Will","BOEHMER, Johann Friedrich.","WILL, Carl Joseph Cornelius.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000390738,British Library HMNTS 9366.i.3.
000393860,,Leipzig,1863,,"Geschichte des Feldzuges im Jahre 1812, nach den zuverlässigsten Quellen ... bearbeitet von M. Bogdanowitsch ... Aus dem Russischen von G. Baumgarten. [With maps and plans.]","BOGDANOVICH, Modest Ivanovich.","BAUMGARTEN, G.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000393860,British Library HMNTS 9456.e.18.|British Library HMNTS ML.2.aa.279.
000394014,,Leeds,[1891],Edmund Bogg,"Nidderdale: and the vale of the Nidd ... Illustrated, etc","Bogg, Edmund.","DAYKIN, W. H.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000394014,British Library HMNTS 010358.l.32.
000394039,,Roma,1895,,"Viaggi d'un artista nell'America Meridionale. I Caduvei, Mbayá o Guaycurú. Con prefazione ed uno studio storico ed etnografico del Dott. G. A. Colini. 112 figure, etc","BOGGIANI, Guido.","COLINI, Giuseppe Angelo.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000394039,British Library HMNTS 10480.t.1.
000394286,,London,1876,Trübner & Co.,"Narratives of the Mission of George Bogle to Tibet, and of the Journey of Thomas Manning to Lhasa. Edited, with notes, an introduction, and lives of Mr. Bogle and Mr. Manning, by Clements R. Markham. [With plates and maps.]","Bogle, George","Markham, Clements R. (Clements Robert) - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000394286,British Library HMNTS 10055.ee.33.|British Library OC T 11882
000394942,,London,1872,H. S. King & Co.,Tactical Deductions from the War of 1870-71 ... Translated ... by Colonel Lumley Graham,"BOGUSLAWSKI, Albert Karl Friedrich Wilhelm von.","GRAHAM, Lumley - Sir, Bart",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000394942,British Library HMNTS 9077.eee.26.|British Library OC RL 269|British Library OC RL 676
000396934,,Paris,1897,,"La Rébellion d'Hesdin. Fargues et le premier président Lamoignon, 1658-1668","BOISLISLE, Arthur André Gabriel Michel de.","FARGUES, Balthasar de.|Lamoignon, Guillaume de",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000396934,British Library HMNTS 09225.k.13.
000398600,,С.-Петербургъ,1896,,"Сборникъ матеріаловъ по руссой исторіи начала XVII вѣка. Переводъ, введеніе и примѣчанія И. М. Болдакова ... Изданіе графа С. Д. Шереметева","BOLDAKOV, Innokenty Mikhailovich.","SHEREMETEV, Sergy Dmitrievich - Count",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000398600,British Library HMNTS 9455.g.13.
000398605,,Paris,1851,,"La Hongrie ancienne et moderne. Histoire, arts, littérature, monuments par une société de littérateurs sous la direction de M. J. Boldenyi. Dessinateurs: Janet-Lange [and others] ... Graveurs: Trichon [and others], etc","BOLDÉNYI, J. - pseud. [i.e. Pál Szabó.]",Janet-Lange,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000398605,British Library HMNTS 10205.ee.17.
000400265,,Montevideo,1896,,"Atlas geográfico y descripción geográfica y estadística de la República oriental del Uruguay ... Noticia histórica por Santiago Bollo, etc","BOLLO, Luis Cincinato.","BOLLO, Santiago.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000400265,British Library HMNTS 10480.h.27.
000401821,[Another edition.] Edited by the Rev. C. W. Bolton.,New York,1881,C. F. Rope,"[A History of the County of Westchester, from its first settlement to the present time.]","BOLTON, Robert - of the New York Historical Society","BOLTON, Cornelius Winter.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000401821,British Library HMNTS 10410.g.18.
000402357,,Dublin,[1820?],T. Charles,"Bombastes Furioso; a burlesque tragic opera in one act, etc. [By William Barnes Rhodes. In verse.]",,"RHODES, William Barnes.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000402357,British Library HMNTS 11779.c.28.
000402833,,Glasgow,1837,Privately printed,"Letters on a Journey to Bombay through Syria and Arabia, in 1834-35. [By A. S. Finlay.]: Appendix",,"FINLAY, Alexander Struthers.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000402833,British Library HMNTS 10077.e.31.|British Library OC ORW.1986.a.3639
000403057,,Bombay,"1896, 1877-1904",,"Gazetteer of the Bombay Presidency. [Edited by Sir James M. Campbell. General index, by R. E. Enthoven.]: Miscellaneous Official Publications",,"Campbell, James M. (James Macnabb) - Sir|ENTHOVEN, Reginald Edward.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000403057,British Library HMNTS 10055.g.|British Library HMNTS 10055.h.
000403059,,Bombay,1857,,"Geological Papers on Western India, including Cutch, Sinde, and the South-East Coast of Arabia: to which is appended a summary of the geology of India generally. Edited for the Government by Henry J. Carter, etc: Miscellaneous Official Publications",,"CARTER, Henry John.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000403059,British Library HMNTS 7108.e.7.
000405472,,Southampton,1803,The Author,"A Brief Account of the Colony of Port Jackson ... With an interesting account of the murder of Mr. Clode, late of that settlement, as communicated by ... Richard Johnstone","BOND, George - Lieutenant of Marines","CLODE, Samuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000405472,British Library HMNTS 10470.e.14.
000405473,Sixth edition.,Dublin,[1810?],The Author,"[A Brief Account of the Colony of Port Jackson ... With an interesting account of the murder of Mr. Clode, late of that settlement, as communicated by ... Richard Johnstone.]","BOND, George - Lieutenant of Marines","CLODE, Samuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000405473,British Library HMNTS 10491.d.8.
000409791,,Cambridge,1868,"Deighton, Bell & Co.","The Alpine Regions of Switzerland and the neighbouring countries. A pedestrian's notes on their physical features, scenery, and natural history ... With illustrations by E. Whymper","BONNEY, Thomas George.","WHYMPER, Edward.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000409791,British Library HMNTS 10195.dd.4.
000409808,,London,1864,Bell & Daldy,"The Holy Places at Jerusalem, or, Fergusson's theories and Pierotti's discoveries. [With plates.]","BONNEY, Thomas George.","FERGUSSON, James - Architect",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000409808,British Library HMNTS 10076.bb.21.
000409958,,Paris,1890,,"Ablon-sur-Seine. Recherches historiques ... Eaux-fortes de ... P. Gillard, etc","BONNIN, Pierre - Curé d'Ablon-sur-Seine","GILLARD, Paul.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000409958,British Library HMNTS 10172.f.13.
000410264,,Liverpool,1849?],,"Grand Moving Panoramic Picture of the Nile, etc. MS. notes","BONOMI, Joseph - and WARREN (Henry) President of the New Society of Painters in Water Colours","WARREN, Henry - President of the New Society of Painters in Water-Colours",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000410264,British Library HMNTS 10096.b.6.
000410593,,Zürich,1893,,Briefe und ausgewählte Schriften. Herausgegeben von Dr. Albert Büchi,"BONSTETTEN, Albrecht von.","BUECHI, Albert.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000410593,British Library HMNTS 9305.i.1/13.
000410922,,Paris,1895,,"Histoire du droit et des institutions de la Lorraine et des Trois-Évêchés, 843-1789 ... Avec une introduction de E. Glasson, etc","BONVALOT, Édouard Théodore.","GLASSON, Ernest Désiré.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000410922,British Library HMNTS 9327.dd.14.
000410927,,London,1891,Cassel & Co.,[De Paris au Tonkin à travers le Tibet inconnu.] Across Thibet ... With illustrations ... and map of route Translated by C. B. Pitman,"BONVALOT, Gabriel.","PITMAN, Coulson Bell.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000410927,British Library HMNTS 010057.ee.21.|British Library OC ORW.1986.a.3764
000411385,,London,1852,Whittaker & Co.,"The Book of Familiar Quotations: being a collection of popular extracts and aphorisms, selected from the works of the best authors. [By L. C. Gent.]",,"GENT, L. C.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411385,British Library HMNTS 11602.d.2.
000411388,,London,[1880.],,"[The Book of Familiar Quotations: being a collection of popular extracts and aphorisms, selected from the works of the best authors. [By L. C. Gent.]]",,"GENT, L. C.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411388,British Library HMNTS 11609.f.9.
000411436,,London,1869,Hurst & Blackett,"A Book of Heroines. By the author of “Margaret and her Bridesmaids” [i.e. Julia C. Stretton], etc",,"DE WINTON, afterwards STRETTON, Julia Cecilia.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411436,British Library HMNTS 12626.g.5.
000411448,,London,[1880.],,"[The Book of Humour, Wit & Wisdom. A manual of table-talk. [By L. C. Gent?]]",,"GENT, L. C.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411448,British Library HMNTS 11609.f.10.
000411490,,London; G. C. Whitney,[1892.],Hildesheimer & Faulkner,A Book of Modern Ballads ... By E. B. Browning ... and others. Illustrated by A. Havers. With headpieces by J. P. Gunter,,"HAVERS, Alice.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411490,British Library HMNTS 11603.h.7.
000411664,,London,[1844.],William Smith,"The Book of the Poets. (Chaucer to Beattie.) Illustrated with forty-five elegant engravings on steel, from designs by Corbould, &c. With an essay on English poetry",,"Corbould, H. (Henry)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411664,British Library HMNTS 11609.ppp.15.
000411702,,Philadelphia,1871,J. B. Lippincott & Co.,The Book of Travels of a Doctor of Physic. Containing his observations made in certain portions of the two continents. [By W. H. Taylor.],,"TAYLOR, W. H. - Doctor of Physic",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000411702,British Library HMNTS 10027.bb.26.
000413142,,London,[1873-76.],Virtue & Co.,"Australia ... Illustrated with drawings by Skinner Prout, N. Chevalier, etc. [With maps.]","BOOTH, Edwin Carton.","Chevalier, N. (Nicholas)|Prout, J. S. (John Skinner)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000413142,British Library HMNTS 10492.i.1.
000413669,,London,1896,"Ward, Lock & Co.","Doctor Nikola, etc","BOOTHBY, Guy Newell.","WOOD, Stanley Llewellyn.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000413669,British Library HMNTS 012626.e.24.
000413671,,London,1899,Hodder & Stoughton,Dr. Nikola's Experiment ... With twenty ... illustrations by Sydney Cowell,"BOOTHBY, Guy Newell.","COWELL, G. H. Sydney.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000413671,British Library HMNTS 012642.d.43.|British Library HMNTS 012622.f.11.
000413730,,London,1872,H. S. King & Co.,"Memoirs of Mrs Lætitia Boothby. Written by herself. Edited [or rather, written] by Clark Russell","BOOTHBY, Laetitia.","RUSSELL, William Clark.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000413730,British Library HMNTS 12637.b.5.
000414292,,Paris,1866,,Campagnes de la Prusse contre l'Autriche et ses alliés en 1866. Ouvrage traduit de l'allemand avce des documents inédits et deux cartes autographiques par Furcy Raynaud,"BORBSTAEDT, Adolf.","RAYNAUD, Furcy Maxime.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000414292,British Library HMNTS 9386.c.24.
